id_poblacion,id_distrito,id_seccion,nom_poblacion,metrica,dimension,año
02081,03,002,Villarrobledo,9.423,Renta neta media por persona ,2020
02081,03,003,Villarrobledo,9.165,Renta neta media por persona ,2020
02081,03,004,Villarrobledo,8.886,Renta neta media por persona ,2020
02081,04,,Villarrobledo,9.924,Renta neta media por persona ,2020
02081,04,001,Villarrobledo,10.373,Renta neta media por persona ,2020
02081,04,002,Villarrobledo,11.191,Renta neta media por persona ,2020
02081,04,003,Villarrobledo,9.213,Renta neta media por persona ,2020
02081,04,004,Villarrobledo,9.270,Renta neta media por persona ,2020
02082,,,Villatoya,10.507,Renta neta media por persona ,2020
02082,01,,Villatoya,10.507,Renta neta media por persona ,2020
02082,01,001,Villatoya,10.507,Renta neta media por persona ,2020
02083,,,Villavaliente,10.246,Renta neta media por persona ,2020
02083,01,,Villavaliente,10.246,Renta neta media por persona ,2020
02083,01,001,Villavaliente,10.246,Renta neta media por persona ,2020
02084,,,Villaverde,9.053,Renta neta media por persona ,2020
02084,01,,Villaverde de Guadalimar,9.053,Renta neta media por persona ,2020
02084,01,001,Villaverde de Guadalimar,9.053,Renta neta media por persona ,2020
02085,,,Viveros,11.432,Renta neta media por persona ,2020
02085,01,,Viveros,11.432,Renta neta media por persona ,2020
02085,01,001,Viveros,11.432,Renta neta media por persona ,2020
02086,,,Yeste,9.268,Renta neta media por persona ,2020
02086,01,,Yeste,9.268,Renta neta media por persona ,2020
02086,01,001,Yeste,9.691,Renta neta media por persona ,2020
02086,01,003,Yeste,8.654,Renta neta media por persona ,2020
02901,,,Pozo,9.438,Renta neta media por persona ,2020
02901,01,,Pozo Cañada,9.438,Renta neta media por persona ,2020
02901,01,001,Pozo Cañada,9.057,Renta neta media por persona ,2020
02901,01,002,Pozo Cañada,9.884,Renta neta media por persona ,2020
